STT,CUS_CIF_NBR,CUS_NM,DTE_OPN_CIF,BRN_OPN_CIF,CUS_GEN,AGE,TINHTRANGHONNHAN,CUS_PHONE,CUS_MAIL,CUS_ADRR,TINHCHATCVHT,TRINHDOHOCVAN,AVG_AMT_3M,CALL_DATE,STATUS_ADV,CUST_BANCASED,SANPHAMBHNTDAMUA,NGAYMUABH,SPDV,PRIORITYFLAG,BRN_MNGT_PRIO,PAYROLLFLAG,DSCTTHEGHINO,DSCTTHETINDUNG,DSCTNOTIENGUI,DSCTCOTIENGUI,DSCTDIGIBANK,AVG_BAL_TA_E12M,AVG_BAL_TM_E12M,AVG_BAL_LN_E12M,SODUTIENGUI,SODUTIETKIEM,DUNOVAY,NHOMNOVCB,MATDT,CHITIEUCHOYTE,CHITIEUCHOGD,CHITIEUCHODULICH,CHITIEUDAUTUCK,LYDOMUABAOHIEM,SCORE,DATIEPCAN,FEEDBACK,NOTE,RMTIEPCAN
40,xxxxxx,LE HUU BAO,6/27/2021,3154,Nam,57,Độc thân,xxxxxxx335,xxxxxxxxx@gmail.com,"Hoàn Kiếm,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Tốt nghiệp phổ thông,16941231,9/11/2023,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,11/30/2020,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P4B,9603,Không,2644248,1229071,28914645521,8205765699,1819329023,18657947,90320709,47495944,29055831,46679655,93202014,1,21/07/2023,96664942,9530235,26565579,69334340,Quan tâm sức khoẻ,66%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
41,xxxxxx,LY HOANG THAI,3/3/2021,6109,Nữ,27,Ly dị,xxxxxxx289,xxxxxxxxx@gmail.com,"Cầu Giấy,Hà Nội",Cán bộ văn phòng,Tốt nghiệp phổ thông,10271945,9/27/2023,Đồng ý gặp mặt,Có,FWD con vuon xa,9/22/2021,Khách hàng có thẻ ghi nợ nội địa; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P5A,9603,Có,36143499,67969,935959847,25509886483,500420397,2334771,44327901,35317610,88122231,95799521,96644093,3,21/07/2023,72758050,4585160,16972115,86530536,Quan tâm bảo hiểm,62%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
42,xxxxxx,TRUONG TRAM HUONG,3/31/2023,3306,Nam,40,Ly dị,xxxxxxx159,xxxxxxxxx@gmail.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý sơ cấp,Cao đẳng,15083155,3/16/2020,Đồng ý gặp mặt,Có,FWD con vuon xa,11/12/2023,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P6,9603,Có,6661605,2260089,7418639951,29798891693,1464157605,56885002,19733201,94390530,35224453,13658924,27339062,1,21/07/2023,47346430,43141981,19114016,50993167,Quan tâm đến cuộc sống tương lai,68%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
43,xxxxxx,DUONG ANH MINH,2/29/2020,7740,Nam,42,Có gia đình,xxxxxxx737,xxxxxxxxx@yahoo.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý cao cấp,Tốt nghiệp phổ thông,28727344, ,Không có,Không,FWD con vuon xa,7/30/2021,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P7,9603,Có,29335035,488936,29566781720,24321507768,662660045,22756463,98171012,91136726,89960715,15112447,66359768,3,21/07/2023,67318331,71346655,63681718,35370791,Quan tâm sức khoẻ,66%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
44,xxxxxx,LY XUAN NAM,########,7709,Nam,23,Độc thân,xxxxxxx458,xxxxxxxxx@gmail.com,"Hoàn Kiếm,Hà Nội",Cán bộ văn phòng,Cao học,32763170,5/14/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,4/20/2022,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P5B,9603,Có,1646579,437597,7004054697,24355875529,1480064399,46549298,63394729,57766716,44091904,89268583,14011618,2,21/07/2023,27351803,11031648,5321128,50097993,"Quan tâm đầu tư, tài chính",71%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
45,xxxxxx,PHAM GIA DAO,8/25/2021,6061,Nam,23,Có gia đình,xxxxxxx800,xxxxxxxxx@yahoo.com,"Ba Đình,Hà Nội",Cán bộ quản lý trung cấp,Đại học,37339340, ,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P4,9603,Không,38049516,1212443,10782781513,4621473466,717866525,71704499,47206807,68064876,34452170,9986595,25088918,1,21/07/2023,86479944,36107438,17573602,71029168,Quan tâm gia đình,77%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
46,xxxxxx,NGO ÐUC PHI,########,7922,Nữ,20,Ly dị,xxxxxxx203,xxxxxxxxx@yahoo.com,"Ba Đình,Hà Nội",Cán bộ văn phòng,Cao học,13408088,3/10/2022,Không có,Không,FWD Nang tam vi the,7/20/2023,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P2,9603,Không,21713431,2948315,1866019016,6814748306,585998673,56575430,97568785,63422767,73018268,17419541,55770541,3,21/07/2023,98514580,18515703,52104100,54343809,Quan tâm sức khoẻ,66%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
47,xxxxxx,HOANG KHANH BINH,9/10/2022,3778,Nữ,39,Ly dị,xxxxxxx136,xxxxxxxxx@outlook.com,"Hoàn Kiếm,Hà Nội",Cán bộ văn phòng,Cao đẳng,19830185,11/12/2021,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P5A,9603,Không,16317604,2244333,16578345956,4229260965,576564545,57338787,79234993,98487029,16028668,21987632,43663793,3,21/07/2023,46855689,91307881,80202017,32068472,Quan tâm sức khoẻ,67%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
48,xxxxxx,PHAN THUY HANG,########,8936,Nữ,30,Độc thân,xxxxxxx490,xxxxxxxxx@gmail.com,"Ba Đình,Hà Nội",Cán bộ quản lý cao cấp,Tốt nghiệp phổ thông,31760010, ,Đồng ý gặp mặt,Có,FWD Nang tam vi the,5/10/2020,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P2,9603,Có,35042775,1674995,25650607745,27843278088,784029600,1763405,1290288,77053438,39726907,85012220,97600109,3,21/07/2023,98807521,56348832,82850802,63657625,Quan tâm bảo hiểm,56%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
49,xxxxxx,PHAN HUU PHUOC,8/17/2020,383,Nam,32,Ly dị,xxxxxxx645,xxxxxxxxx@outlook.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý cao cấp,Đại học,34122494, ,Đồng ý gặp mặt,Có,Không có,Không,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P4,9603,Có,35332615,827902,177937880,27233093066,500312176,1065295,33400244,26941657,50751033,85899308,84778985,2,21/07/2023,44165697,98158603,80967719,8541361,Quan tâm gia đình,68%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
50,xxxxxx,NGUYEN UYEN NGHI,8/4/2022,8764,Nữ,40,Độc thân,xxxxxxx582,xxxxxxxxx@outlook.com,"Hà Đông,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Cao học,11798139,6/19/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,11/10/2020,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P7,9603,Có,35875758,1670190,2151985658,13015494221,1955087667,76271651,69900408,60539631,23114213,65384991,61662057,3,21/07/2023,4212551,84451221,4812450,32979074,Quan tâm bảo hiểm,71%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
51,xxxxxx,VO MINH THAI,10/22/2022,9377,Nữ,39,Có gia đình,xxxxxxx681,xxxxxxxxx@yahoo.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý cao cấp,Trung cấp,26652977,8/27/2022,Đồng ý gặp mặt,Có,FWD Nang tam vi the,11/28/2020,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P3,9603,Không,22186116,2426485,10627605191,9982059395,287146595,48232890,18212048,35327569,20172909,55619798,23293407,1,21/07/2023,7799365,10818714,47930964,87668865,Quan tâm gia đình,53%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
52,xxxxxx,TRAN NGOC KHANG,11/20/2022,1065,Nữ,59,Có gia đình,xxxxxxx871,xxxxxxxxx@yahoo.com,"Tây Hồ,Hà Nội",Cán bộ văn phòng,Trung cấp,33657869,11/18/2023,Không có,Không,FWD Nang tam vi the,7/25/2022,Khách hàng có khoản vay BĐS; Tiền gửi không kỳ hạn,P4A,9603,Có,831919,1302991,25980088409,28142608332,455891785,30836427,77874401,41139428,83528655,69200693,62404414,2,21/07/2023,62459383,37638008,6045158,33374446,Quan tâm bảo hiểm,77%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
53,xxxxxx,DO THUONG KIET,4/15/2023,9148,Nam,42,Độc thân,xxxxxxx887,xxxxxxxxx@yahoo.com,"Hà Đông,Hà Nội",Cán bộ quản lý trung cấp,Tốt nghiệp phổ thông,35654753,3/4/2020,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P4B,9603,Không,29121475,118066,29602889428,27514319387,635046566,32927567,42696170,27294057,57945888,25350205,7944037,1,21/07/2023,79224770,90954288,79053545,83985850,Quan tâm sức khoẻ,70%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
54,xxxxxx,TRUONG NGOC LE,8/6/2021,4110,Nữ,44,Ly dị,xxxxxxx016,xxxxxxxxx@gmail.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý trung cấp,Trung cấp,29509748,5/16/2022,Không có,Không,FWD Don dau thay doi 3.0,1/6/2021,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P1,9603,Không,14132452,2242029,19078537743,14738420384,1950377883,23384494,38602915,94507848,72002246,26799682,9489237,2,21/07/2023,10798291,86208837,30858962,75569726,"Quan tâm đầu tư, tài chính",77%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
55,xxxxxx,VO PHI HUNG,2/10/2020,6467,Nam,55,Có gia đình,xxxxxxx964,xxxxxxxxx@yahoo.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý trung cấp,Trung cấp,27849803,4/8/2023,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P3,9603,Không,14801557,2163262,19262433930,587296241,1930088162,74444695,55641320,93701331,15484809,92989480,70743144,3,21/07/2023,42809258,23524136,12278477,67805221,Quan tâm gia đình,59%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
56,xxxxxx,LY BAO THOA,7/23/2021,2288,Nữ,33,Độc thân,xxxxxxx649,xxxxxxxxx@gmail.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý trung cấp,Cao học,28488065, ,Đồng ý gặp mặt,Có,FWD Nang tam vi the,3/28/2022,Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm; Thẻ tín dụng quốc tế; Thẻ ghi nợ nội địa,P4,9603,Có,33739229,660400,14598340816,22456410332,1109991170,26577518,40751017,74276374,33963437,58702929,94673629,3,21/07/2023,11679265,26455005,5926232,20097545,Quan tâm bảo hiểm,66%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
57,xxxxxx,LE XUAN THAI,7/23/2021,432,Nữ,45,Ly dị,xxxxxxx007,xxxxxxxxx@outlook.com,"Hà Đông,Hà Nội",Cán bộ quản lý trung cấp,Tốt nghiệp phổ thông,10822609,5/25/2021,Khách hàng từ chối – khách hàng không có nhu cầu,Có,Không có,Không,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,Không có,Không có,Không,15571710,872151,2005963521,3228888848,703099645,22785404,23724637,41032700,12577721,94711600,39269667,1,21/07/2023,87329659,87176989,43265524,8732464,Quan tâm gia đình,66%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
58,xxxxxx,HO QUOC HOANG,########,3915,Nam,47,Có gia đình,xxxxxxx163,xxxxxxxxx@outlook.com,"Tây Hồ,Hà Nội",Cán bộ quản lý sơ cấp,Đại học,15450154,4/1/2022,Không có,Không,FWD Don dau thay doi 3.0,5/25/2022,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P3,9603,Không,26745319,2573510,8064165441,18213559095,320462593,85898197,88837001,53292092,85681373,49366513,46199115,3,21/07/2023,52256368,15186567,18219740,30284822,Quan tâm bảo hiểm,66%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
59,xxxxxx,VU LAN KHUE,9/21/2022,6819,Nữ,15,Ly dị,xxxxxxx292,xxxxxxxxx@outlook.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý trung cấp,Cao đẳng,28085846, ,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,9/15/2020,Khách hàng có khoản vay BĐS; Tiền gửi không kỳ hạn,P3,9603,Có,20065871,1747716,8874328388,15472453139,945723531,5592828,97692371,86996875,59419861,32165835,55653029,2,21/07/2023,84869361,78996382,42636905,63624789,"Quan tâm đầu tư, tài chính",66%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
60,xxxxxx,NGUYEN MY NHI,12/20/2021,245,Nam,15,Ly dị,xxxxxxx897,xxxxxxxxx@outlook.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý trung cấp,Cao học,30192492,11/8/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,10/2/2022,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P5B,9603,Không,10607539,777656,23971138083,29537458185,1774746497,20339288,94385176,78866066,51523523,88415150,44122229,2,21/07/2023,99172990,8955656,46254008,70103094,Quan tâm sức khoẻ,66%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
61,xxxxxx,TRAN THE BINH,8/25/2021,3478,Nam,31,Ly dị,xxxxxxx516,xxxxxxxxx@outlook.com,"Hoàn Kiếm,Hà Nội",Cán bộ quản lý sơ cấp,Cao học,38078590,2/12/2022,Đồng ý gặp mặt,Có,Không có,Không,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P4,9603,Có,7336388,2416209,10298452774,27015051877,820326848,23358307,27821875,35764347,48566804,85650759,73703988,1,21/07/2023,85906004,58558225,62731754,53413718,Quan tâm bảo hiểm,65%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
62,xxxxxx,DUONG LIEN NHU,2/22/2023,3155,Nữ,41,Ly dị,xxxxxxx261,xxxxxxxxx@outlook.com,"Thanh Xuân,Hà Nội",Cán bộ văn phòng,Trung cấp,8095746,9/17/2021,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Nang tam vi the,3/31/2022,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P5B,9603,Có,14728119,2779473,10854538033,7009343587,555090894,88286020,22179826,95533698,53334392,83658171,15356024,2,21/07/2023,5195225,72616689,72188497,14238335,Quan tâm sức khoẻ,66%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
63,xxxxxx,NGUYEN CAT LINH,########,8451,Nam,45,Độc thân,xxxxxxx715,xxxxxxxxx@gmail.com,"Cầu Giấy,Hà Nội","Chuyên viên, kinh doanh có đăng ký",Tốt nghiệp phổ thông,33411311,7/17/2021,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,12/1/2021,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P1,9603,Không,537924,1959747,17824090952,19437063238,509384152,88417016,82553746,55763205,76501340,25879430,87054342,2,21/07/2023,46829897,88081469,97519462,88646290,Quan tâm gia đình,60%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
64,xxxxxx,NGUYEN THUY DUNG,4/25/2022,7849,Nam,36,Độc thân,xxxxxxx329,xxxxxxxxx@outlook.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý cao cấp,Trung cấp,13216409,11/22/2020,Không có,Không,FWD Nang tam vi the,11/20/2023,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P5B,9603,Không,28020409,467086,4407076638,5152118205,721870429,75770958,33736364,39268669,65574929,93374892,81272914,2,21/07/2023,298646,63604807,10978104,12690010,"Quan tâm đầu tư, tài chính",66%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
65,xxxxxx,DOAN LAM UYEN,5/29/2022,617,Nam,42,Độc thân,xxxxxxx132,xxxxxxxxx@gmail.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý sơ cấp,Cao học,33506634,12/8/2023,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,2/11/2020,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P4,9603,Có,38669581,221505,15556407145,18968407847,4627263,1968881,77300286,22180432,57189345,41428176,84379235,2,21/07/2023,54688754,74989703,14783386,55174563,Quan tâm sức khoẻ,63%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
66,xxxxxx,TRAN BICH SAN,5/24/2022,2828,Nữ,46,Ly dị,xxxxxxx650,xxxxxxxxx@gmail.com,"Tây Hồ,Hà Nội",Cán bộ văn phòng,Cao đẳng,9090631,11/17/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,2/26/2020,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P7,9603,Không,6355523,880287,21037755672,5774234097,18317656,6933907,19333235,98148199,59417971,14223576,90928841,2,21/07/2023,89249617,17086908,36698585,2838908,Quan tâm gia đình,66%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
67,xxxxxx,VO HUY LINH,11/26/2021,8718,Nam,43,Độc thân,xxxxxxx897,xxxxxxxxx@gmail.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý sơ cấp,Trung cấp,20535858,12/25/2020,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,4/14/2023,Khách hàng có thẻ tín dụng quốc tế; Tiền gửi không kỳ hạn,P2,9603,Không,4404821,1754288,4000290909,26604795711,64424326,85513283,64178239,27459380,94639500,26452605,99009735,2,21/07/2023,31559846,50307217,55909722,22317177,Quan tâm gia đình,79%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
68,xxxxxx,DO CAT UY,12/26/2023,1770,Nam,34,Ly dị,xxxxxxx346,xxxxxxxxx@yahoo.com,"Ba Đình,Hà Nội",Cán bộ quản lý trung cấp,Tốt nghiệp phổ thông,34478727,3/7/2022,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,6/14/2022,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P6,9603,Có,23283323,600309,28481324048,24239860498,98132689,30821006,93371247,89070926,42646848,79302362,68277943,2,21/07/2023,40615551,88209629,41966374,26053783,Quan tâm đến cuộc sống tương lai,60%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
69,xxxxxx,LY HUU HIEP,6/13/2020,9254,Nam,15,Có gia đình,xxxxxxx728,xxxxxxxxx@gmail.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý trung cấp,Cao học,21515350,2/3/2020,Không có,Không,FWD Nang tam vi the,9/12/2022,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P3,9603,Không,31902911,134383,24307227267,27760851891,94538333,76875680,10957298,41463184,81519103,78440972,45835818,1,21/07/2023,4740391,74647114,63508019,84744799,Quan tâm sức khoẻ,78%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
70,xxxxxx,HUYNH QUANG THUAN,11/7/2020,5475,Nam,54,Độc thân,xxxxxxx240,xxxxxxxxx@gmail.com,"Thanh Xuân,Hà Nội",Cán bộ văn phòng,Cao đẳng,19008080,7/15/2021,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD Don dau thay doi 3.0,3/31/2020,Khách hàng có khoản vay ô tô; Tiền gửi không kỳ hạn; Thẻ ghi nợ nội địa ,P4B,9603,Có,23752306,1369820,22276497816,5958998532,1518712523,59622979,79178290,27343254,42465573,50867581,88716648,2,21/07/2023,76179491,10377814,5498175,7697122,Quan tâm bảo hiểm,66%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
71,xxxxxx,DOAN LAN ANH,########,978,Nữ,45,Ly dị,xxxxxxx257,xxxxxxxxx@gmail.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý trung cấp,Đại học,9526181,10/21/2023,Đồng ý gặp mặt,Có,FWD Nang tam vi the,4/10/2020,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P3,9603,Có,13902617,1652082,2806308666,12678001117,857906078,68861828,81542435,43626478,9675717,83224959,45191471,2,21/07/2023,5709148,51219308,53093603,4212480,Quan tâm gia đình,51%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
72,xxxxxx,DUONG NHAT HOANG,2/1/2022,538,Nam,49,Ly dị,xxxxxxx041,xxxxxxxxx@yahoo.com,"Thanh Xuân,Hà Nội",Cán bộ quản lý trung cấp,Cao học,16940518, ,Khách hàng từ chối – khách hàng không có nhu cầu,Có,FWD con vuon xa,6/4/2022,Khách hàng sử dụng autodebit; Tiền gửi không kỳ hạn; Tiền gửi tiết kiệm,P5A,9603,Có,3034850,587030,9835604072,24412160332,1675001265,39620243,90106865,5100109,79097763,57692149,64101223,2,21/07/2023,33288063,95459082,3758828,94021112,Quan tâm gia đình,56%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
73,xxxxxx,NGO TUAN KHANH,5/21/2021,6595,Nam,25,Độc thân,xxxxxxx523,xxxxxxxxx@gmail.com,"Cầu Giấy,Hà Nội",Cán bộ quản lý trung cấp,Cao đẳng,33171743,11/10/2020,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,10/8/2022,Khách hàng có bảo hiểm; Thẻ tín dụng quốc tế; Thẻ ghi nợ quốc tế; Tiền gửi tiết kiệm,P6,9603,Có,38025775,2053161,4456785850,25956615421,918974713,44162889,51268403,93841963,41883384,57024482,79412959,2,21/07/2023,59870558,80083884,27225374,11374546,Quan tâm gia đình,77%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
74,xxxxxx,LY TUONG MINH,2/18/2023,9161,Nữ,25,Có gia đình,xxxxxxx442,xxxxxxxxx@yahoo.com,"Tây Hồ,Hà Nội",Cán bộ quản lý trung cấp,Cao đẳng,33279920, ,Không có,Không,Không có,Không,Khách hàng có khoản vay SXKD; Tiền gửi không kỳ hạn; Thẻ tín dụng quốc tế,P5B,9603,Không,13461930,740858,26745101642,21735120593,454763286,1620151,52588182,19517587,43145556,82835647,80185641,2,13/07/2023,40168336,34310724,18607592,72446462,Quan tâm sức khoẻ,75%,Chưa tiếp cận,Đồng ý gặp mặt,chưa có,0
75,xxxxxx,HO TAN ÐINH,########,5682,Nam,44,Độc thân,xxxxxxx280,xxxxxxxxx@gmail.com,"Hai Bà Trưng,Hà Nội",Cán bộ quản lý trung cấp,Trung cấp,28161517,3/10/2021,Đồng ý gặp mặt,Có,FWD Don dau thay doi 3.0,4/11/2023,Khách hàng có thẻ ghi nợ quốc tế; Tiền gửi không kỳ hạn; Khoản vay SXKD,P6,9603,Có,9046332,2163926,4232022498,27579039411,1091768369,56272188,86699933,18163285,92491722,9172778,3429730,2,13/07/2023,43902738,20611631,17023294,40928668,"Quan tâm đầu tư, tài chính",50%,Đã tiếp cận,Đồng ý gặp mặt,chưa có,0
